           2  0.50000000    
           3  0.25000000    
           4  0.12500000    
           5  6.25000000E-02
           6  3.12500000E-02
           7  1.56250000E-02
           8  7.81250000E-03
           9  3.90625000E-03
          10  1.95312500E-03
          11  9.76562500E-04
          12  4.88281250E-04
          13  2.44140625E-04
          14  1.22070313E-04
          15  6.10351563E-05
          16  3.05175781E-05
          17  1.52587891E-05
          18  7.62939453E-06
          19  3.81469727E-06
          20  1.90734863E-06
          21  9.53674316E-07
          22  4.76837158E-07
          23  2.38418579E-07
          24  1.19209290E-07
          25  5.96046448E-08
          26  2.98023224E-08
          27  1.49011612E-08
          28  7.45058060E-09
          29  3.72529030E-09
          30  1.86264515E-09
          31  9.31322575E-10
          32  4.65661287E-10
          33  2.32830644E-10
          34  1.16415322E-10
          35  5.82076609E-11
          36  2.91038305E-11
          37  1.45519152E-11
          38  7.27595761E-12
          39  3.63797881E-12
          40  1.81898940E-12
          41  9.09494702E-13
          42  4.54747351E-13
          43  2.27373675E-13
          44  1.13686838E-13
          45  5.68434189E-14
          46  2.84217094E-14
          47  1.42108547E-14
          48  7.10542736E-15
          49  3.55271368E-15
          50  1.77635684E-15
          51  8.88178420E-16
          52  4.44089210E-16
          53  2.22044605E-16
          54  1.11022302E-16
          55  5.55111512E-17
          56  2.77555756E-17
          57  1.38777878E-17
          58  6.93889390E-18
          59  3.46944695E-18
          60  1.73472348E-18
          61  8.67361738E-19
          62  4.33680869E-19
          63  2.16840434E-19
          64  1.08420217E-19
 *******************************************************
           2  0.50000000000000000     
           3  0.25000000000000000     
           4  0.12500000000000000     
           5  6.25000000000000000E-002
           6  3.12500000000000000E-002
           7  1.56250000000000000E-002
           8  7.81250000000000000E-003
           9  3.90625000000000000E-003
          10  1.95312500000000000E-003
          11  9.76562500000000000E-004
          12  4.88281250000000000E-004
          13  2.44140625000000000E-004
          14  1.22070312500000000E-004
          15  6.10351562500000000E-005
          16  3.05175781250000000E-005
          17  1.52587890625000000E-005
          18  7.62939453125000000E-006
          19  3.81469726562500000E-006
          20  1.90734863281250000E-006
          21  9.53674316406250000E-007
          22  4.76837158203125000E-007
          23  2.38418579101562500E-007
          24  1.19209289550781250E-007
          25  5.96046447753906250E-008
          26  2.98023223876953125E-008
          27  1.49011611938476563E-008
          28  7.45058059692382813E-009
          29  3.72529029846191406E-009
          30  1.86264514923095703E-009
          31  9.31322574615478516E-010
          32  4.65661287307739258E-010
          33  2.32830643653869629E-010
          34  1.16415321826934814E-010
          35  5.82076609134674072E-011
          36  2.91038304567337036E-011
          37  1.45519152283668518E-011
          38  7.27595761418342590E-012
          39  3.63797880709171295E-012
          40  1.81898940354585648E-012
          41  9.09494701772928238E-013
          42  4.54747350886464119E-013
          43  2.27373675443232059E-013
          44  1.13686837721616030E-013
          45  5.68434188608080149E-014
          46  2.84217094304040074E-014
          47  1.42108547152020037E-014
          48  7.10542735760100186E-015
          49  3.55271367880050093E-015
          50  1.77635683940025046E-015
          51  8.88178419700125232E-016
          52  4.44089209850062616E-016
          53  2.22044604925031308E-016
          54  1.11022302462515654E-016
          55  5.55111512312578270E-017
          56  2.77555756156289135E-017
          57  1.38777878078144568E-017
          58  6.93889390390722838E-018
          59  3.46944695195361419E-018
          60  1.73472347597680709E-018
          61  8.67361737988403547E-019
          62  4.33680868994201774E-019
          63  2.16840434497100887E-019
          64  1.08420217248550443E-019
